"Notes"	"Census Region"	"Census Region Code"	"2013 Urbanization"	"2013 Urbanization Code"	"Single-Year Ages"	"Single-Year Ages Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"65 years"	"65"	"2019"	"2019"	"Male"	"M"	265	54505	486.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"65 years"	"65"	"2020 "	"2020"	"Male"	"M"	301	56041	537.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"1999"	"1999"	"Male"	"M"	260	29676	876.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2000"	"2000"	"Male"	"M"	241	29215	824.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2001"	"2001"	"Male"	"M"	227	31792	714.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2002"	"2002"	"Male"	"M"	262	32172	814.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2003"	"2003"	"Male"	"M"	245	32547	752.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2004"	"2004"	"Male"	"M"	224	33956	659.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2005"	"2005"	"Male"	"M"	193	33996	567.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2006"	"2006"	"Male"	"M"	192	34566	555.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2007"	"2007"	"Male"	"M"	169	35062	482.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2008"	"2008"	"Male"	"M"	215	37752	569.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2009"	"2009"	"Male"	"M"	221	41404	533.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2010"	"2010"	"Male"	"M"	215	39732	541.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2011"	"2011"	"Male"	"M"	183	38672	473.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2012"	"2012"	"Male"	"M"	200	37841	528.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2013"	"2013"	"Male"	"M"	272	51742	525.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2014"	"2014"	"Male"	"M"	250	48218	518.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2015"	"2015"	"Male"	"M"	257	48454	530.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2016"	"2016"	"Male"	"M"	272	48925	556.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2017"	"2017"	"Male"	"M"	294	50411	583.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2018"	"2018"	"Male"	"M"	270	51475	524.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2019"	"2019"	"Male"	"M"	288	52342	550.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"66 years"	"66"	"2020 "	"2020"	"Male"	"M"	290	53388	543.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"1999"	"1999"	"Male"	"M"	305	30072	1014.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2000"	"2000"	"Male"	"M"	274	29751	921.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2001"	"2001"	"Male"	"M"	237	28703	825.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2002"	"2002"	"Male"	"M"	237	31182	760.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2003"	"2003"	"Male"	"M"	195	31516	618.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2004"	"2004"	"Male"	"M"	211	31827	663.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2005"	"2005"	"Male"	"M"	205	33196	617.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2006"	"2006"	"Male"	"M"	206	33216	620.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2007"	"2007"	"Male"	"M"	196	33653	582.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2008"	"2008"	"Male"	"M"	201	34101	589.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2009"	"2009"	"Male"	"M"	233	36712	634.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2010"	"2010"	"Male"	"M"	210	39893	526.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2011"	"2011"	"Male"	"M"	210	38588	544.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2012"	"2012"	"Male"	"M"	208	37945	548.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2013"	"2013"	"Male"	"M"	225	36822	611.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2014"	"2014"	"Male"	"M"	273	50699	538.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2015"	"2015"	"Male"	"M"	294	47282	621.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2016"	"2016"	"Male"	"M"	253	47427	533.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2017"	"2017"	"Male"	"M"	238	48041	495.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2018"	"2018"	"Male"	"M"	291	49419	588.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2019"	"2019"	"Male"	"M"	321	50436	636.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"67 years"	"67"	"2020 "	"2020"	"Male"	"M"	288	51296	561.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"1999"	"1999"	"Male"	"M"	308	30443	1011.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2000"	"2000"	"Male"	"M"	264	29568	892.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2001"	"2001"	"Male"	"M"	259	28922	895.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2002"	"2002"	"Male"	"M"	225	28158	799.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2003"	"2003"	"Male"	"M"	235	30700	765.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2004"	"2004"	"Male"	"M"	224	31146	719.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2005"	"2005"	"Male"	"M"	233	31450	740.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2006"	"2006"	"Male"	"M"	266	32797	811.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2007"	"2007"	"Male"	"M"	192	33058	580.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2008"	"2008"	"Male"	"M"	201	33467	600.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2009"	"2009"	"Male"	"M"	221	33933	651.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2010"	"2010"	"Male"	"M"	236	36048	654.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2011"	"2011"	"Male"	"M"	238	39779	598.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2012"	"2012"	"Male"	"M"	218	37804	576.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2013"	"2013"	"Male"	"M"	225	36996	608.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2014"	"2014"	"Male"	"M"	224	36257	617.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2015"	"2015"	"Male"	"M"	299	49662	602.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2016"	"2016"	"Male"	"M"	292	46247	631.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2017"	"2017"	"Male"	"M"	284	46555	610.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2018"	"2018"	"Male"	"M"	302	47049	641.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2019"	"2019"	"Male"	"M"	280	48388	578.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"68 years"	"68"	"2020 "	"2020"	"Male"	"M"	321	49526	648.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"1999"	"1999"	"Male"	"M"	325	29866	1088.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2000"	"2000"	"Male"	"M"	277	29385	942.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2001"	"2001"	"Male"	"M"	288	28824	999.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2002"	"2002"	"Male"	"M"	275	28262	973.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2003"	"2003"	"Male"	"M"	231	27523	839.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2004"	"2004"	"Male"	"M"	218	30172	722.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2005"	"2005"	"Male"	"M"	220	30421	723.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2006"	"2006"	"Male"	"M"	231	30764	750.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2007"	"2007"	"Male"	"M"	213	31984	666.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2008"	"2008"	"Male"	"M"	235	32140	731.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2009"	"2009"	"Male"	"M"	217	32594	665.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2010"	"2010"	"Male"	"M"	226	32774	689.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2011"	"2011"	"Male"	"M"	256	35794	715.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2012"	"2012"	"Male"	"M"	264	38827	679.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2013"	"2013"	"Male"	"M"	253	36874	686.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2014"	"2014"	"Male"	"M"	239	36317	658.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2015"	"2015"	"Male"	"M"	231	35397	652.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2016"	"2016"	"Male"	"M"	304	48478	627.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2017"	"2017"	"Male"	"M"	324	45039	719.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2018"	"2018"	"Male"	"M"	285	45450	627.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2019"	"2019"	"Male"	"M"	329	45940	716.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"69 years"	"69"	"2020 "	"2020"	"Male"	"M"	324	47195	686.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"1999"	"1999"	"Male"	"M"	336	28891	1163.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2000"	"2000"	"Male"	"M"	329	29088	1131.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2001"	"2001"	"Male"	"M"	314	28247	1111.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2002"	"2002"	"Male"	"M"	318	27855	1141.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2003"	"2003"	"Male"	"M"	278	27443	1013.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2004"	"2004"	"Male"	"M"	244	26708	913.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2005"	"2005"	"Male"	"M"	267	29202	914.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2006"	"2006"	"Male"	"M"	223	29450	757.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2007"	"2007"	"Male"	"M"	232	29734	780.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2008"	"2008"	"Male"	"M"	235	30826	762.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2009"	"2009"	"Male"	"M"	222	30890	718.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2010"	"2010"	"Male"	"M"	249	31326	794.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2011"	"2011"	"Male"	"M"	214	32315	662.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2012"	"2012"	"Male"	"M"	273	34676	787.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2013"	"2013"	"Male"	"M"	267	37978	703.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2014"	"2014"	"Male"	"M"	293	35759	819.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2015"	"2015"	"Male"	"M"	281	35240	797.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2016"	"2016"	"Male"	"M"	261	34387	759.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2017"	"2017"	"Male"	"M"	345	46691	738.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2018"	"2018"	"Male"	"M"	333	43789	760.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2019"	"2019"	"Male"	"M"	318	44145	720.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"70 years"	"70"	"2020 "	"2020"	"Male"	"M"	335	44805	747.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"1999"	"1999"	"Male"	"M"	381	28981	1314.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2000"	"2000"	"Male"	"M"	368	28141	1307.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2001"	"2001"	"Male"	"M"	380	28248	1345.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2002"	"2002"	"Male"	"M"	347	27297	1271.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2003"	"2003"	"Male"	"M"	308	27143	1134.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2004"	"2004"	"Male"	"M"	255	26694	955.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2005"	"2005"	"Male"	"M"	262	25991	1008.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2006"	"2006"	"Male"	"M"	264	28602	923.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2007"	"2007"	"Male"	"M"	231	28733	804.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2008"	"2008"	"Male"	"M"	239	29049	822.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2009"	"2009"	"Male"	"M"	259	30191	857.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2010"	"2010"	"Male"	"M"	246	30229	813.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2011"	"2011"	"Male"	"M"	239	30741	777.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2012"	"2012"	"Male"	"M"	258	31427	821.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2013"	"2013"	"Male"	"M"	290	33453	866.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2014"	"2014"	"Male"	"M"	300	36936	812.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2015"	"2015"	"Male"	"M"	278	34717	800.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2016"	"2016"	"Male"	"M"	287	34328	836.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2017"	"2017"	"Male"	"M"	257	33114	776.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2018"	"2018"	"Male"	"M"	330	45448	726.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2019"	"2019"	"Male"	"M"	328	42574	770.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"71 years"	"71"	"2020 "	"2020"	"Male"	"M"	348	43073	807.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"1999"	"1999"	"Male"	"M"	434	27392	1584.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2000"	"2000"	"Male"	"M"	396	28166	1406.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2001"	"2001"	"Male"	"M"	361	27200	1327.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2002"	"2002"	"Male"	"M"	334	27380	1219.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2003"	"2003"	"Male"	"M"	325	26509	1226.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2004"	"2004"	"Male"	"M"	298	26325	1132.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2005"	"2005"	"Male"	"M"	309	25849	1195.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2006"	"2006"	"Male"	"M"	268	25232	1062.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2007"	"2007"	"Male"	"M"	266	27747	958.7
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2008"	"2008"	"Male"	"M"	266	27881	954.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2009"	"2009"	"Male"	"M"	273	28259	966.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2010"	"2010"	"Male"	"M"	272	29211	931.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2011"	"2011"	"Male"	"M"	251	29345	855.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2012"	"2012"	"Male"	"M"	266	29815	892.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2013"	"2013"	"Male"	"M"	268	30496	878.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2014"	"2014"	"Male"	"M"	298	32377	920.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2015"	"2015"	"Male"	"M"	282	35840	786.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2016"	"2016"	"Male"	"M"	316	33649	939.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2017"	"2017"	"Male"	"M"	318	33122	960.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2018"	"2018"	"Male"	"M"	304	32236	943.0
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2019"	"2019"	"Male"	"M"	395	44229	893.1
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"72 years"	"72"	"2020 "	"2020"	"Male"	"M"	415	41342	1003.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"1999"	"1999"	"Male"	"M"	429	26752	1603.6
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2000"	"2000"	"Male"	"M"	374	26792	1395.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2001"	"2001"	"Male"	"M"	427	27004	1581.2
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2002"	"2002"	"Male"	"M"	346	26265	1317.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2003"	"2003"	"Male"	"M"	363	26443	1372.8
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2004"	"2004"	"Male"	"M"	330	25615	1288.3
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2005"	"2005"	"Male"	"M"	305	25533	1194.5
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2006"	"2006"	"Male"	"M"	293	25130	1165.9
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2007"	"2007"	"Male"	"M"	248	24545	1010.4
	"Census Region 2: Midwest"	"CENS-R2"	"Micropolitan (Nonmetro)"	"5"	"73 years"	"73"	"2008"	"2008"	"Male"	"M"	276	27011	1021.8
